ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
123,2.48e-08,3.10188,531441,8e+08,9.96899e-19,9.96876e-19,9.96861e-19,4.86517e-16,68921,1e+08,5.70076e-18,5.70076e-18,5.70076e-18,8.27823e-13,7.53098e-11,7.61381e-11
124,2.5e-08,3.12336,531441,8e+08,9.97589e-19,9.97558e-19,9.97223e-19,4.94415e-16,68921,1e+08,5.74704e-18,5.74704e-18,5.74704e-18,8.41154e-13,7.52965e-11,7.61381e-11
125,2.52e-08,3.14711,531441,8e+08,9.98457e-19,9.9843e-19,9.98401e-19,5.02379e-16,68921,1e+08,5.79331e-18,5.79331e-18,5.79331e-18,8.54586e-13,7.52831e-11,7.61382e-11
126,2.54e-08,3.16832,531441,8e+08,9.98727e-19,9.987e-19,9.98672e-19,5.10407e-16,68921,1e+08,5.83957e-18,5.83957e-18,5.83958e-18,8.6812e-13,7.52696e-11,7.61382e-11
127,2.56e-08,3.19241,531441,8e+08,9.99598e-19,9.99592e-19,9.99709e-19,5.185e-16,68921,1e+08,5.88584e-18,5.88584e-18,5.88584e-18,8.81756e-13,7.5256e-11,7.61383e-11
128,2.58e-08,3.2159,531441,8e+08,1.00026e-18,1.00025e-18,1.00007e-18,5.26658e-16,68921,1e+08,5.9321e-18,5.9321e-18,5.9321e-18,8.95493e-13,7.52423e-11,7.61383e-11
129,2.6e-08,3.23766,531441,8e+08,1.00117e-18,1.00119e-18,1.00119e-18,5.3488e-16,68921,1e+08,5.97836e-18,5.97836e-18,5.97837e-18,9.09331e-13,7.52285e-11,7.61384e-11
130,2.62e-08,3.26136,531441,8e+08,1.00144e-18,1.00145e-18,1.00146e-18,5.43167e-16,68921,1e+08,6.02462e-18,6.02462e-18,6.02462e-18,9.2327e-13,7.52146e-11,7.61385e-11
131,2.64e-08,3.28549,531441,8e+08,1.00232e-18,1.00234e-18,1.00253e-18,5.51518e-16,68921,1e+08,6.07088e-18,6.07088e-18,6.07088e-18,9.37311e-13,7.52007e-11,7.61385e-11
132,2.66e-08,3.3095,531441,8e+08,1.00309e-18,1.0031e-18,1.00293e-18,5.59934e-16,68921,1e+08,6.11713e-18,6.11713e-18,6.11713e-18,9.51451e-13,7.51866e-11,7.61386e-11
133,2.68e-08,3.33359,531441,8e+08,1.004e-18,1.00401e-18,1.00407e-18,5.68415e-16,68921,1e+08,6.16338e-18,6.16338e-18,6.16338e-18,9.65693e-13,7.51724e-11,7.61387e-11
134,2.7e-08,3.35696,531441,8e+08,1.00427e-18,1.00428e-18,1.00434e-18,5.7696e-16,68921,1e+08,6.20963e-18,6.20963e-18,6.20963e-18,9.80035e-13,7.51582e-11,7.61388e-11
135,2.72e-08,3.38099,531441,8e+08,1.00513e-18,1.00515e-18,1.00535e-18,5.85569e-16,68921,1e+08,6.25588e-18,6.25588e-18,6.25588e-18,9.94477e-13,7.51438e-11,7.61389e-11
136,2.74e-08,3.40437,531441,8e+08,1.00588e-18,1.00588e-18,1.00574e-18,5.94243e-16,68921,1e+08,6.30212e-18,6.30212e-18,6.30212e-18,1.00902e-12,7.51293e-11,7.6139e-11
137,2.76e-08,3.42828,531441,8e+08,1.00676e-18,1.00676e-18,1.00683e-18,6.02981e-16,68921,1e+08,6.34836e-18,6.34836e-18,6.34836e-18,1.02366e-12,7.51148e-11,7.61391e-11
138,2.78e-08,3.45167,531441,8e+08,1.00702e-18,1.00703e-18,1.0071e-18,6.11784e-16,68921,1e+08,6.3946e-18,6.3946e-18,6.3946e-18,1.0384e-12,7.51002e-11,7.61392e-11
139,2.8e-08,3.47562,531441,8e+08,1.01019e-18,1.0102e-18,1.01045e-18,6.20651e-16,68921,1e+08,6.44083e-18,6.44083e-18,6.44083e-18,1.05324e-12,7.50854e-11,7.61393e-11
140,2.82e-08,3.49906,531441,8e+08,1.011e-18,1.011e-18,1.01095e-18,6.29581e-16,68921,1e+08,6.48706e-18,6.48706e-18,6.48706e-18,1.06819e-12,7.50706e-11,7.61394e-11
141,2.84e-08,3.5229,531441,8e+08,1.01184e-18,1.01185e-18,1.01196e-18,6.38577e-16,68921,1e+08,6.53329e-18,6.53329e-18,6.53329e-18,1.08323e-12,7.50557e-11,7.61395e-11
142,2.86e-08,3.54644,531441,8e+08,1.0121e-18,1.01211e-18,1.01223e-18,6.47636e-16,68921,1e+08,6.57952e-18,6.57952e-18,6.57952e-18,1.09836e-12,7.50406e-11,7.61396e-11
143,2.88e-08,3.57005,531441,8e+08,1.0192e-18,1.01919e-18,1.01936e-18,6.5676e-16,68921,1e+08,6.62574e-18,6.62574e-18,6.62574e-18,1.1136e-12,7.50255e-11,7.61398e-11
144,2.9e-08,3.59345,531441,8e+08,1.17483e-18,1.17481e-18,1.17448e-18,6.65946e-16,68921,1e+08,6.67196e-18,6.67196e-18,6.67196e-18,1.12894e-12,7.50103e-11,7.61399e-11
145,2.92e-08,3.61738,531441,8e+08,1.1e-18,1.09998e-18,1.0998e-18,6.75161e-16,68921,1e+08,6.71818e-18,6.71818e-18,6.71818e-18,1.14437e-12,7.4995e-11,7.61401e-11
146,2.94e-08,3.64106,531441,8e+08,1.00363e-18,1.00361e-18,1.00343e-18,6.84413e-16,68921,1e+08,6.76439e-18,6.76439e-18,6.76439e-18,1.15991e-12,7.49796e-11,7.61402e-11
147,2.96e-08,3.66509,531441,8e+08,9.12065e-19,9.12062e-19,9.12098e-19,6.93695e-16,68921,1e+08,6.8106e-18,6.8106e-18,6.8106e-18,1.17554e-12,7.49641e-11,7.61404e-11
148,2.98e-08,3.68889,531441,8e+08,8.32128e-19,8.32116e-19,8.31889e-19,7.0301e-16,68921,1e+08,6.85681e-18,6.85681e-18,6.85681e-18,1.19127e-12,7.49485e-11,7.61405e-11
149,3e-08,3.7129,531441,8e+08,7.35512e-19,7.35504e-19,7.35447e-19,7.1236e-16,68921,1e+08,6.90301e-18,6.90301e-18,6.90301e-18,1.20709e-12,7.49329e-11,7.61407e-11
150,3.02e-08,3.73633,531441,8e+08,6.56982e-19,6.56974e-19,6.56917e-19,7.21743e-16,68921,1e+08,6.94921e-18,6.94921e-18,6.94921e-18,1.22302e-12,7.49171e-11,7.61408e-11
151,3.04e-08,3.75983,531441,8e+08,5.85063e-19,5.8506e-19,5.85228e-19,7.31163e-16,68921,1e+08,6.9954e-18,6.9954e-18,6.9954e-18,1.23904e-12,7.49012e-11,7.6141e-11
152,3.06e-08,3.78353,531441,8e+08,5.07952e-19,5.07952e-19,5.07806e-19,7.40623e-16,68921,1e+08,7.0416e-18,7.0416e-18,7.0416e-18,1.25516e-12,7.48853e-11,7.61412e-11
153,3.08e-08,3.80677,531441,8e+08,4.34231e-19,4.34236e-19,4.34243e-19,7.50122e-16,68921,1e+08,7.08779e-18,7.08779e-18,7.08779e-18,1.27138e-12,7.48693e-11,7.61414e-11
154,3.1e-08,3.83037,531441,8e+08,3.63115e-19,3.6312e-19,3.63127e-19,7.59661e-16,68921,1e+08,7.13397e-18,7.13397e-18,7.13397e-18,1.28769e-12,7.48531e-11,7.61416e-11
155,3.12e-08,3.85329,531441,8e+08,2.99773e-19,2.99791e-19,3.00027e-19,7.69241e-16,68921,1e+08,7.18015e-18,7.18015e-18,7.18015e-18,1.3041e-12,7.48369e-11,7.61418e-11
156,3.14e-08,3.87691,531441,8e+08,2.37076e-19,2.37081e-19,2.36976e-19,7.78866e-16,68921,1e+08,7.22633e-18,7.22633e-18,7.22633e-18,1.3206e-12,7.48206e-11,7.6142e-11
157,3.16e-08,3.90071,531441,8e+08,1.72372e-19,1.72381e-19,1.72415e-19,7.88534e-16,68921,1e+08,7.27251e-18,7.27251e-18,7.27251e-18,1.3372e-12,7.48042e-11,7.61422e-11
158,3.18e-08,3.9241,531441,8e+08,1.14858e-19,1.14867e-19,1.14901e-19,7.98246e-16,68921,1e+08,7.31868e-18,7.31868e-18,7.31868e-18,1.3539e-12,7.47877e-11,7.61424e-11
159,3.2e-08,3.94804,531441,8e+08,5.56974e-20,5.56987e-20,5.58905e-20,8.08004e-16,68921,1e+08,7.36484e-18,7.36484e-18,7.36484e-18,1.3707e-12,7.47711e-11,7.61426e-11
160,3.22e-08,3.97127,531441,8e+08,7.13585e-22,7.083e-22,6.21469e-22,8.17808e-16,68921,1e+08,7.411e-18,7.411e-18,7.41101e-18,1.38759e-12,7.47544e-11,7.61428e-11
161,3.24e-08,3.99479,531441,8e+08,-5.12858e-20,-5.12864e-20,-5.11979e-20,8.27659e-16,68921,1e+08,7.45716e-18,7.45716e-18,7.45716e-18,1.40457e-12,7.47376e-11,7.6143e-11
162,3.26e-08,4.01874,531441,8e+08,-1.0485e-19,-1.04851e-19,-1.04762e-19,8.37559e-16,68921,1e+08,7.50332e-18,7.50332e-18,7.50332e-18,1.42165e-12,7.47208e-11,7.61433e-11
163,3.28e-08,4.04222,531441,8e+08,-1.56838e-19,-1.56834e-19,-1.56579e-19,8.47508e-16,68921,1e+08,7.54947e-18,7.54947e-18,7.54947e-18,1.43882e-12,7.47038e-11,7.61435e-11
164,3.3e-08,4.06601,531441,8e+08,-2.06149e-19,-2.06167e-19,-2.06349e-19,8.57505e-16,68921,1e+08,7.59561e-18,7.59561e-18,7.59561e-18,1.45609e-12,7.46868e-11,7.61437e-11
165,3.32e-08,4.08907,531441,8e+08,-2.47606e-19,-2.47591e-19,-2.4757e-19,8.67551e-16,68921,1e+08,7.64175e-18,7.64175e-18,7.64175e-18,1.47346e-12,7.46696e-11,7.6144e-11
166,3.34e-08,4.11268,531441,8e+08,-2.91734e-19,-2.91719e-19,-2.91698e-19,8.77647e-16,68921,1e+08,7.68789e-18,7.68789e-18,7.68789e-18,1.49091e-12,7.46524e-11,7.61442e-11
167,3.36e-08,4.13584,531441,8e+08,-3.34384e-19,-3.3437e-19,-3.34191e-19,8.87794e-16,68921,1e+08,7.73402e-18,7.73402e-18,7.73402e-18,1.50847e-12,7.46351e-11,7.61445e-11
168,3.38e-08,4.15955,531441,8e+08,-3.77285e-19,-3.77296e-19,-3.77556e-19,8.97994e-16,68921,1e+08,7.78015e-18,7.78015e-18,7.78015e-18,1.52611e-12,7.46177e-11,7.61447e-11
169,3.4e-08,4.1829,531441,8e+08,-2.56691e-19,-2.56697e-19,-2.56848e-19,9.08244e-16,68921,1e+08,7.82628e-18,7.82628e-18,7.82628e-18,1.54385e-12,7.46002e-11,7.6145e-11
170,3.42e-08,4.20611,531441,8e+08,-2.91885e-19,-2.91891e-19,-2.92042e-19,9.18508e-16,68921,1e+08,7.87239e-18,7.87239e-18,7.8724e-18,1.56168e-12,7.45827e-11,7.61453e-11
171,3.44e-08,4.22939,531441,8e+08,-3.3257e-19,-3.32572e-19,-3.32548e-19,9.28826e-16,68921,1e+08,7.91851e-18,7.91851e-18,7.91851e-18,1.57961e-12,7.4565e-11,7.61455e-11
172,3.46e-08,4.25276,531441,8e+08,-3.70954e-19,-3.7097e-19,-3.71182e-19,9.39196e-16,68921,1e+08,7.96462e-18,7.96462e-18,7.96462e-18,1.59763e-12,7.45472e-11,7.61458e-11
173,3.48e-08,4.27603,531441,8e+08,-4.073e-19,-4.07324e-19,-4.0733e-19,9.4962e-16,68921,1e+08,8.01072e-18,8.01072e-18,8.01072e-18,1.61574e-12,7.45294e-11,7.61461e-11
174,3.5e-08,4.29964,531441,8e+08,-4.39846e-19,-4.3987e-19,-4.39876e-19,9.60098e-16,68921,1e+08,8.05682e-18,8.05682e-18,8.05682e-18,1.63395e-12,7.45114e-11,7.61463e-11
175,3.52e-08,4.32269,531441,8e+08,-4.72711e-19,-4.72714e-19,-4.72529e-19,9.70631e-16,68921,1e+08,8.10292e-18,8.10292e-18,8.10292e-18,1.65224e-12,7.44934e-11,7.61466e-11
176,3.54e-08,4.3462,531441,8e+08,-5.16265e-19,-5.16257e-19,-5.16373e-19,9.81219e-16,68921,1e+08,8.14901e-18,8.14901e-18,8.14901e-18,1.67063e-12,7.44753e-11,7.61469e-11
177,3.56e-08,4.36991,531441,8e+08,-5.43558e-19,-5.43546e-19,-5.43496e-19,9.91859e-16,68921,1e+08,8.19509e-18,8.19509e-18,8.19509e-18,1.68911e-12,7.44571e-11,7.61472e-11
178,3.58e-08,4.39364,531441,8e+08,-5.66049e-19,-5.66037e-19,-5.65987e-19,1.00256e-15,68921,1e+08,8.24117e-18,8.24117e-18,8.24117e-18,1.70768e-12,7.44388e-11,7.61475e-11
179,3.6e-08,4.41707,531441,8e+08,-5.98829e-19,-5.98812e-19,-5.98582e-19,1.01331e-15,68921,1e+08,8.28725e-18,8.28725e-18,8.28725e-18,1.72635e-12,7.44204e-11,7.61477e-11
180,3.62e-08,4.44065,531441,8e+08,-6.38882e-19,-6.38885e-19,-6.38998e-19,1.02412e-15,68921,1e+08,8.33331e-18,8.33331e-18,8.33332e-18,1.7451e-12,7.44019e-11,7.6148e-11
181,3.64e-08,4.4639,531441,8e+08,-6.66678e-19,-6.66676e-19,-6.66638e-19,1.03498e-15,68921,1e+08,8.37938e-18,8.37938e-18,8.37938e-18,1.76395e-12,7.43833e-11,7.61483e-11
182,3.66e-08,4.48699,531441,8e+08,-6.85256e-19,-6.85254e-19,-6.85216e-19,1.0459e-15,68921,1e+08,8.42544e-18,8.42544e-18,8.42544e-18,1.78288e-12,7.43646e-11,7.61486e-11
183,3.68e-08,4.5109,531441,8e+08,-7.16493e-19,-7.16466e-19,-7.16324e-19,1.05688e-15,68921,1e+08,8.47149e-18,8.47149e-18,8.47149e-18,1.80191e-12,7.43459e-11,7.61489e-11
184,3.7e-08,4.53451,531441,8e+08,-7.43921e-19,-7.43931e-19,-7.44113e-19,1.06792e-15,68921,1e+08,8.51753e-18,8.51753e-18,8.51754e-18,1.82103e-12,7.4327e-11,7.61491e-11
185,3.72e-08,4.55785,531441,8e+08,-7.72084e-19,-7.7208e-19,-7.72072e-19,1.07901e-15,68921,1e+08,8.56358e-18,8.56358e-18,8.56358e-18,1.84024e-12,7.43081e-11,7.61494e-11
186,3.74e-08,4.58172,531441,8e+08,-7.98075e-19,-7.9807e-19,-7.98062e-19,1.09016e-15,68921,1e+08,8.60961e-18,8.60961e-18,8.60961e-18,1.85953e-12,7.42891e-11,7.61497e-11
187,3.76e-08,4.6101,531441,8e+08,-8.11305e-19,-8.11309e-19,-8.11148e-19,1.10136e-15,68921,1e+08,8.65564e-18,8.65564e-18,8.65564e-18,1.87892e-12,7.427e-11,7.615e-11
188,3.78e-08,4.636,531441,8e+08,-8.28192e-19,-8.2819e-19,-8.2832e-19,1.11262e-15,68921,1e+08,8.70166e-18,8.70166e-18,8.70166e-18,1.89839e-12,7.42508e-11,7.61503e-11
189,3.8e-08,4.65982,531441,8e+08,-8.52014e-19,-8.52008e-19,-8.52013e-19,1.12395e-15,68921,1e+08,8.74768e-18,8.74768e-18,8.74768e-18,1.91796e-12,7.42315e-11,7.61505e-11
190,3.82e-08,4.6835,531441,8e+08,-8.84534e-19,-8.84528e-19,-8.84533e-19,1.13532e-15,68921,1e+08,8.79369e-18,8.79369e-18,8.79369e-18,1.93761e-12,7.42121e-11,7.61508e-11
191,3.84e-08,4.70788,531441,8e+08,-9.06607e-19,-9.06611e-19,-9.06488e-19,1.14676e-15,68921,1e+08,8.8397e-18,8.8397e-18,8.8397e-18,1.95735e-12,7.41926e-11,7.61511e-11
192,3.86e-08,4.73128,531441,8e+08,-9.24229e-19,-9.24247e-19,-9.24433e-19,1.15825e-15,68921,1e+08,8.8857e-18,8.8857e-18,8.8857e-18,1.97718e-12,7.4173e-11,7.61514e-11
193,3.88e-08,4.75444,531441,8e+08,-9.38685e-19,-9.38699e-19,-9.38755e-19,1.16981e-15,68921,1e+08,8.93169e-18,8.93169e-18,8.93169e-18,1.9971e-12,7.41534e-11,7.61516e-11
194,3.9e-08,4.77789,531441,8e+08,-9.53457e-19,-9.5347e-19,-9.53527e-19,1.18142e-15,68921,1e+08,8.97768e-18,8.97768e-18,8.97768e-18,2.01711e-12,7.41336e-11,7.61519e-11
195,3.92e-08,4.80182,531441,8e+08,-9.68241e-19,-9.6824e-19,-9.68108e-19,1.19309e-15,68921,1e+08,9.02366e-18,9.02366e-18,9.02366e-18,2.0372e-12,7.41138e-11,7.61522e-11
196,3.94e-08,4.82527,531441,8e+08,-8.18235e-19,-8.18248e-19,-8.18406e-19,1.20482e-15,68921,1e+08,9.06963e-18,9.06963e-18,9.06963e-18,2.05738e-12,7.40939e-11,7.61524e-11
197,3.96e-08,4.84925,531441,8e+08,-8.47411e-19,-8.4742e-19,-8.47377e-19,1.21656e-15,68921,1e+08,9.1156e-18,9.1156e-18,9.1156e-18,2.07765e-12,7.40739e-11,7.61527e-11
198,3.98e-08,4.8733,531441,8e+08,-8.65028e-19,-8.65036e-19,-8.64993e-19,1.22837e-15,68921,1e+08,9.16156e-18,9.16156e-18,9.16156e-18,2.098e-12,7.40537e-11,7.6153e-11
199,4e-08,4.89836,531441,8e+08,-8.82754e-19,-8.82743e-19,-8.82519e-19,1.24023e-15,68921,1e+08,9.20751e-18,9.20751e-18,9.20751e-18,2.11844e-12,7.40336e-11,7.61532e-11
200,4.02e-08,4.92187,531441,8e+08,-8.95836e-19,-8.95829e-19,-8.95984e-19,1.25215e-15,68921,1e+08,9.25346e-18,9.25346e-18,9.25346e-18,2.13897e-12,7.40133e-11,7.61535e-11
201,4.04e-08,5.1582,531441,8e+08,-9.05261e-19,-9.05242e-19,-9.05247e-19,1.26413e-15,68921,1e+08,9.29939e-18,9.29939e-18,9.2994e-18,2.15958e-12,7.39929e-11,7.61538e-11
202,4.06e-08,5.18283,531441,8e+08,-9.17905e-19,-9.17885e-19,-9.1789e-19,1.27617e-15,68921,1e+08,9.34533e-18,9.34533e-18,9.34533e-18,2.18028e-12,7.39725e-11,7.6154e-11
203,4.08e-08,5.20678,531441,8e+08,-9.27277e-19,-9.27253e-19,-9.27042e-19,1.28827e-15,68921,1e+08,9.39125e-18,9.39125e-18,9.39125e-18,2.20106e-12,7.39519e-11,7.61543e-11
204,4.1e-08,5.23098,531441,8e+08,-9.45548e-19,-9.45562e-19,-9.45771e-19,1.30043e-15,68921,1e+08,9.43717e-18,9.43717e-18,9.43717e-18,2.22193e-12,7.39313e-11,7.61545e-11
205,4.12e-08,5.25507,531441,8e+08,-9.66942e-19,-9.66941e-19,-9.66983e-19,1.31265e-15,68921,1e+08,9.48308e-18,9.48308e-18,9.48308e-18,2.24289e-12,7.39106e-11,7.61548e-11
206,4.14e-08,5.28282,531441,8e+08,-9.87905e-19,-9.87904e-19,-9.87945e-19,1.32493e-15,68921,1e+08,9.52899e-18,9.52899e-18,9.52899e-18,2.26392e-12,7.38898e-11,7.6155e-11
207,4.16e-08,5.30869,531441,8e+08,-1.00307e-18,-1.00306e-18,-1.00299e-18,1.33727e-15,68921,1e+08,9.57488e-18,9.57488e-18,9.57488e-18,2.28505e-12,7.38689e-11,7.61553e-11
208,4.18e-08,5.33414,531441,8e+08,-1.01624e-18,-1.01625e-18,-1.0164e-18,1.34967e-15,68921,1e+08,9.62077e-18,9.62077e-18,9.62077e-18,2.30625e-12,7.38479e-11,7.61555e-11
209,4.2e-08,5.35955,531441,8e+08,-1.02074e-18,-1.02074e-18,-1.02067e-18,1.36212e-15,68921,1e+08,9.66665e-18,9.66665e-18,9.66665e-18,2.32754e-12,7.38268e-11,7.61557e-11
210,4.22e-08,5.38496,531441,8e+08,-1.03586e-18,-1.03586e-18,-1.03579e-18,1.37464e-15,68921,1e+08,9.71252e-18,9.71252e-18,9.71253e-18,2.34892e-12,7.38057e-11,7.6156e-11
211,4.24e-08,5.41049,531441,8e+08,-1.04091e-18,-1.04091e-18,-1.04071e-18,1.38721e-15,68921,1e+08,9.75839e-18,9.75839e-18,9.75839e-18,2.37038e-12,7.37844e-11,7.61562e-11
212,4.26e-08,5.43613,531441,8e+08,-1.04685e-18,-1.04686e-18,-1.04701e-18,1.39985e-15,68921,1e+08,9.80425e-18,9.80425e-18,9.80425e-18,2.39192e-12,7.37631e-11,7.61564e-11
213,4.28e-08,5.46154,531441,8e+08,-1.05195e-18,-1.05196e-18,-1.05201e-18,1.41255e-15,68921,1e+08,9.8501e-18,9.8501e-18,9.8501e-18,2.41354e-12,7.37417e-11,7.61567e-11
214,4.3e-08,5.48685,531441,8e+08,-1.07405e-18,-1.07406e-18,-1.07412e-18,1.4253e-15,68921,1e+08,9.89594e-18,9.89594e-18,9.89594e-18,2.43524e-12,7.37202e-11,7.61569e-11
215,4.32e-08,5.51505,531441,8e+08,-1.09219e-18,-1.09219e-18,-1.09208e-18,1.43812e-15,68921,1e+08,9.94177e-18,9.94177e-18,9.94177e-18,2.45703e-12,7.36986e-11,7.61571e-11
216,4.34e-08,5.54058,531441,8e+08,-1.11022e-18,-1.11024e-18,-1.11035e-18,1.45099e-15,68921,1e+08,9.9876e-18,9.9876e-18,9.9876e-18,2.4789e-12,7.3677e-11,7.61573e-11
217,4.36e-08,5.56578,531441,8e+08,-1.1227e-18,-1.12271e-18,-1.12267e-18,1.46393e-15,68921,1e+08,1.00334e-17,1.00334e-17,1.00334e-17,2.50085e-12,7.36552e-11,7.61575e-11
218,4.38e-08,5.59115,531441,8e+08,-1.13155e-18,-1.13156e-18,-1.13152e-18,1.47692e-15,68921,1e+08,1.00792e-17,1.00792e-17,1.00792e-17,2.52289e-12,7.36334e-11,7.61578e-11
219,4.4e-08,5.61833,531441,8e+08,-1.14108e-18,-1.14107e-18,-1.14087e-18,1.48997e-15,68921,1e+08,1.0125e-17,1.0125e-17,1.0125e-17,2.545e-12,7.36115e-11,7.6158e-11
220,4.42e-08,5.64362,531441,8e+08,-1.15125e-18,-1.15124e-18,-1.15142e-18,1.50308e-15,68921,1e+08,1.01708e-17,1.01708e-17,1.01708e-17,2.56719e-12,7.35895e-11,7.61582e-11
221,4.44e-08,5.66889,531441,8e+08,-1.15471e-18,-1.15469e-18,-1.15468e-18,1.51626e-15,68921,1e+08,1.02166e-17,1.02166e-17,1.02166e-17,2.58947e-12,7.35674e-11,7.61584e-11
222,4.46e-08,5.69423,531441,8e+08,-1.16293e-18,-1.16292e-18,-1.16291e-18,1.52949e-15,68921,1e+08,1.02624e-17,1.02624e-17,1.02624e-17,2.61182e-12,7.35452e-11,7.61586e-11
223,4.48e-08,5.7194,531441,8e+08,-1.16666e-18,-1.16664e-18,-1.16649e-18,1.54278e-15,68921,1e+08,1.03081e-17,1.03081e-17,1.03081e-17,2.63426e-12,7.3523e-11,7.61588e-11
224,4.5e-08,5.74448,531441,8e+08,-1.17116e-18,-1.17116e-18,-1.17134e-18,1.55614e-15,68921,1e+08,1.03539e-17,1.03539e-17,1.03539e-17,2.65677e-12,7.35007e-11,7.6159e-11
225,4.52e-08,5.76973,531441,8e+08,-9.92874e-19,-9.92866e-19,-9.92922e-19,1.56955e-15,68921,1e+08,1.03996e-17,1.03996e-17,1.03996e-17,2.67937e-12,7.34782e-11,7.61592e-11
226,4.54e-08,5.79485,531441,8e+08,-9.98199e-19,-9.98191e-19,-9.98247e-19,1.58298e-15,68921,1e+08,1.04454e-17,1.04454e-17,1.04454e-17,2.70204e-12,7.34558e-11,7.61594e-11
227,4.56e-08,5.82035,531441,8e+08,-1.00078e-18,-1.00076e-18,-1.00054e-18,1.59648e-15,68921,1e+08,1.04911e-17,1.04911e-17,1.04911e-17,2.72479e-12,7.34332e-11,7.61596e-11
228,4.58e-08,5.8455,531441,8e+08,-1.01355e-18,-1.01355e-18,-1.0137e-18,1.61003e-15,68921,1e+08,1.05368e-17,1.05368e-17,1.05368e-17,2.74762e-12,7.34105e-11,7.61598e-11
229,4.6e-08,5.87071,531441,8e+08,-1.02195e-18,-1.02195e-18,-1.02198e-18,1.62364e-15,68921,1e+08,1.05826e-17,1.05826e-17,1.05826e-17,2.77053e-12,7.33878e-11,7.61599e-11
230,4.62e-08,5.89569,531441,8e+08,-1.04434e-18,-1.04435e-18,-1.04437e-18,1.63731e-15,68921,1e+08,1.06283e-17,1.06283e-17,1.06283e-17,2.79352e-12,7.3365e-11,7.61601e-11
231,4.64e-08,5.92073,531441,8e+08,-1.05128e-18,-1.05129e-18,-1.05122e-18,1.65104e-15,68921,1e+08,1.06739e-17,1.06739e-17,1.06739e-17,2.81658e-12,7.33421e-11,7.61603e-11
232,4.66e-08,5.94709,531441,8e+08,-1.0618e-18,-1.06183e-18,-1.06201e-18,1.66483e-15,68921,1e+08,1.07196e-17,1.07196e-17,1.07196e-17,2.83973e-12,7.33191e-11,7.61605e-11
233,4.68e-08,5.97224,531441,8e+08,-1.06541e-18,-1.06543e-18,-1.06539e-18,1.67868e-15,68921,1e+08,1.07653e-17,1.07653e-17,1.07653e-17,2.86294e-12,7.32961e-11,7.61607e-11
234,4.7e-08,5.99725,531441,8e+08,-1.07322e-18,-1.07324e-18,-1.0732e-18,1.69259e-15,68921,1e+08,1.0811e-17,1.0811e-17,1.0811e-17,2.88624e-12,7.32729e-11,7.61609e-11
235,4.72e-08,6.02218,531441,8e+08,-1.07871e-18,-1.07872e-18,-1.07851e-18,1.70656e-15,68921,1e+08,1.08566e-17,1.08566e-17,1.08566e-17,2.90961e-12,7.32497e-11,7.6161e-11
236,4.74e-08,6.0474,531441,8e+08,-1.08499e-18,-1.08499e-18,-1.08512e-18,1.72059e-15,68921,1e+08,1.09023e-17,1.09023e-17,1.09023e-17,2.93306e-12,7.32264e-11,7.61612e-11
237,4.76e-08,6.07241,531441,8e+08,-1.09196e-18,-1.09194e-18,-1.0919e-18,1.73468e-15,68921,1e+08,1.09479e-17,1.09479e-17,1.09479e-17,2.95658e-12,7.32031e-11,7.61614e-11
238,4.78e-08,6.0984,531441,8e+08,-1.09527e-18,-1.09526e-18,-1.09522e-18,1.74883e-15,68921,1e+08,1.09935e-17,1.09935e-17,1.09935e-17,2.98018e-12,7.31796e-11,7.61616e-11
239,4.8e-08,6.12427,531441,8e+08,-1.0987e-18,-1.09867e-18,-1.09846e-18,1.76304e-15,68921,1e+08,1.10391e-17,1.10391e-17,1.10391e-17,3.00386e-12,7.31561e-11,7.61617e-11
240,4.82e-08,6.14967,531441,8e+08,-1.10283e-18,-1.10281e-18,-1.10294e-18,1.77731e-15,68921,1e+08,1.10847e-17,1.10847e-17,1.10847e-17,3.02761e-12,7.31325e-11,7.61619e-11
241,4.84e-08,6.17723,531441,8e+08,-1.10557e-18,-1.10555e-18,-1.10552e-18,1.79164e-15,68921,1e+08,1.11303e-17,1.11303e-17,1.11303e-17,3.05143e-12,7.31088e-11,7.6162e-11
242,4.86e-08,6.20329,531441,8e+08,-1.10798e-18,-1.10796e-18,-1.10794e-18,1.80603e-15,68921,1e+08,1.11759e-17,1.11759e-17,1.11759e-17,3.07533e-12,7.30851e-11,7.61622e-11
243,4.88e-08,6.22888,531441,8e+08,-1.10944e-18,-1.10943e-18,-1.10934e-18,1.82048e-15,68921,1e+08,1.12215e-17,1.12215e-17,1.12215e-17,3.0993e-12,7.30612e-11,7.61624e-11
244,4.9e-08,6.254,531441,8e+08,-1.11353e-18,-1.11356e-18,-1.11384e-18,1.83499e-15,68921,1e+08,1.12671e-17,1.12671e-17,1.12671e-17,3.12335e-12,7.30373e-11,7.61625e-11
245,4.92e-08,6.281,531441,8e+08,-1.1144e-18,-1.11441e-18,-1.11442e-18,1.84956e-15,68921,1e+08,1.13126e-17,1.13126e-17,1.13126e-17,3.14747e-12,7.30134e-11,7.61627e-11
246,4.94e-08,6.30694,531441,8e+08,-1.12773e-18,-1.12774e-18,-1.12776e-18,1.86419e-15,68921,1e+08,1.13581e-17,1.13581e-17,1.13581e-17,3.17166e-12,7.29893e-11,7.61628e-11
